"RIVOLI","LIBELLE","COMMUNE","MOT_DIRECTEUR","STATUT","TENANT","ABOUTISSANT","PRESTATION_COLLECTE","MODE_COLLECTE","TYPE_COLLECTE","OBS_PRESTATION_COLLECTE","BLEU_JOUR_COLLECTE","JAUNE_JOUR_COLLECTE","OBS_JOUR_COLLECTE","QUARTIER","OBS_QUARTIER"
"6168","Boulevard Pasteur","NANTES","Pasteur","PUBLIQUE","NANTES Boulevard Allard","NANTES Place Emile Zola","TRI'SAC","bacs","pluriel","jusqu'aux numéros 27 et 14","mardi et vendredi","","","Dervallières - Zola",""
"6168","Boulevard Pasteur","NANTES","Pasteur","PUBLIQUE","NANTES Boulevard Allard","NANTES Place Emile Zola","bacs bleus et bacs jaunes","bacs","pluriel","à partir des numéros 29 et 18","mardi","mercredi","","Dervallières - Zola",""
"1040","Place du Bon Pasteur","NANTES","Pasteur","PUBLIQUE","NANTES Rue Contrescarpe","NANTES Rue Guépin","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"0208","Rue Amédée de la Patellière","NANTES","Patellière","PUBLIQUE","NANTES Rue Antoine Watteau","","TRI'SAC","colonnes","unique","","","","","Dervallières - Zola",""
"6175","Place de la Patience","NANTES","Patience","PUBLIQUE","NANTES Rue de la Patience","NANTES Rue de la Persévérance","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"6176","Rue de la Patience","NANTES","Patience","PUBLIQUE","NANTES Rue du Millau","NANTES Place de la Patience","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"4320","Place Jacques Patissou","NANTES","Patissou","PUBLIQUE","NANTES Rue de l'Ouchette","NANTES Avenue Lieutenant de Lavenne de l","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"6185","Rue de la Patouillerie","NANTES","Patouillerie","PUBLIQUE","NANTES Rue Hector Berlioz","ORVAULT Avenue de la Patouillerie","TRI'SAC","bacs","pluriel","le numero 2","lundi et jeudi","","","Breil - Barberie",""
"6185","Rue de la Patouillerie","NANTES","Patouillerie","PUBLIQUE","NANTES Rue Hector Berlioz","ORVAULT Avenue de la Patouillerie","TRI'SAC","bacs","pluriel","tous les numeros sauf le numero 2 (ext TS) et le numero 67 (orvault)","lundi et jeudi","","","Breil - Barberie",""
"6186","Rue Patria","NANTES","Patria","PUBLIQUE","NANTES Boulevard de la Fraternité","NANTES Avenue Yves Marie","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"0020","Rue Abbé Patron","NANTES","Patron","PUBLIQUE","NANTES Rue du Calvaire de Grillaud","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"6192","Rue de la Pature","NANTES","Pature","PUBLIQUE","NANTES Boulevard Auguste Péneau","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"4512","Avenue Jean Paty","NANTES","Paty","PRIVEE","NANTES Rue du Moulin Neuf","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"1116","Boulevard Boulay Paty","NANTES","Paty","PUBLIQUE","NANTES Boulevard des Anglais","NANTES Place Alexandre Vincent","TRI'SAC","bacs","pluriel","des numéros 1 à 13","lundi et jeudi","","","Breil - Barberie",""
"1116","Boulevard Boulay Paty","NANTES","Paty","PUBLIQUE","NANTES Boulevard des Anglais","NANTES Place Alexandre Vincent","bacs bleus et bacs jaunes","bacs","pluriel","des numéros 37 à 57 et tous les numéros pairs","mardi","mercredi","","Breil - Barberie",""
"1901","Rue Christian Pauc","NANTES","Pauc","PUBLIQUE","NANTES Route de Gachet","NANTES Boulevard des Européens","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"5324","Rue Marcel Paul","NANTES","Paul","PUBLIQUE","NANTES Rue de l'Indre","NANTES Rue de Cornulier","TRI'SAC","bacs","unique","","mardi et vendredi","","","Malakoff - Saint-Donatien",""
"6260","Impasse Pauvert","NANTES","Pauvert","PRIVEE","NANTES Rue du Port Boyer","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"4080","Rue des Hauts Pavés","NANTES","Pavés","PUBLIQUE","NANTES Rue Yves Bodiguel","NANTES Boulevard des Anglais","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"1738","Avenue Charles Pavid","NANTES","Pavid","PRIVEE","NANTES Route de Saint Herblain","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"6276","Rue des Pavillons","NANTES","Pavillons","PUBLIQUE","NANTES Rue de l'Abbaye","NANTES Place de la Croix Bonneau","bacs bleus et bacs jaunes","bacs","unique","jusqu'aux numéros 77 et 112","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"6276","Rue des Pavillons","NANTES","Pavillons","PUBLIQUE","NANTES Rue de l'Abbaye","NANTES Place de la Croix Bonneau","bacs bleus et bacs jaunes","bacs","unique","à partir des numéros 79 et 116","jeudi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"6280","Rue de la Pavotière","NANTES","Pavotière","PUBLIQUE","NANTES Rue Léon Jost","NANTES Rue Gustave Charpentier","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Breil - Barberie",""
"6279","Place du Pays Basque","NANTES","Pays","PUBLIQUE","NANTES Rue d'Hendaye","NANTES Rue de Saint Jean de Luz","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Sud",""
"6282","Rue des Pays Bas","NANTES","Pays","PUBLIQUE","NANTES Rue du Bénélux","NANTES Rue d'Italie","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Doulon - Bottière",""
"3020","Rue Fanny Peccot","NANTES","Peccot","PUBLIQUE","NANTES Place de l'Hôtel de Ville","NANTES Place Saint Vincent","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1740","Rue Charles Péguy","NANTES","Péguy","PUBLIQUE","NANTES Rue Maurice Barrès","NANTES Rue Stendhal","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"2792","Rue Emile Péhant","NANTES","Péhant","PUBLIQUE","NANTES Avenue Carnot","NANTES Rue des Olivettes","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"7244","Rue René Peigne","NANTES","Peigne","PUBLIQUE","NANTES Avenue de la Gare de Legé","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Ile de Nantes",""
"4587","Impasse Joseph Peignon","NANTES","Peignon","PUBLIQUE","NANTES Rue Paul Dubois","Impasse","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"7601","Impasse Sainte Pélagie","NANTES","Pélagie","PRIVEE","NANTES Rue des Epinettes","Impasse","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6292","Rue Pélisson","NANTES","Pélisson","PUBLIQUE","NANTES Rue des Olivettes","NANTES Allée de la Maison Rouge","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6296","Chemin de la Pelleterie","NANTES","Pelleterie","PRIVEE","NANTES Rue de la Pelleterie","NANTES Rue Paul Painlevé","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"6300","Rue de la Pelleterie","NANTES","Pelleterie","PUBLIQUE","NANTES Rue Gabriel Luneau","NANTES Rue des Hauts Pavés","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"3122","Rue Fernand Pelloutier","NANTES","Pelloutier","PUBLIQUE","NANTES Rue de Pologne","","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Doulon - Bottière",""
"1805","Chemin des Chats Pendus","NANTES","Pendus","PUBLIQUE","NANTES Rue du Bois Hardy","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"6307","Avenue Péneau","NANTES","Péneau","PRIVEE","NANTES Rue de la Montagne","NANTES Rue Claude Bernard","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"0448","Boulevard Auguste Péneau","NANTES","Péneau","PUBLIQUE","NANTES Rue des Forges","NANTES Place du Vieux Doulon","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6308","Impasse Péneau","NANTES","Péneau","PRIVEE","NANTES Rue de la Bastille","Impasse","TRI'SAC","bacs","unique","","mardi et vendredi","","","Hauts Pavés - Saint Félix",""
"6320","Rue des Pénitentes","NANTES","Pénitentes","PUBLIQUE","NANTES Rue d'Aguesseau","NANTES Rue Maurice Duval","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6323","Allée des Pensées","NANTES","Pensées","PUBLIQUE","NANTES Avenue du Séquoia","NANTES Allée des Crocus","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"6324","Allée Penthiévre","NANTES","Penthiévre","PUBLIQUE","NANTES Allée Duquesne","NANTES Allée Jean Bart","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6326","Avenue de la Pepinière","NANTES","Pepinière","PUBLIQUE","NANTES Avenue de la Côte d'Or","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"6621","Chemin de la Pierre Percée","NANTES","Percée","PUBLIQUE","NANTES Rue de la Chevalerie","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"6618","Esplanade de la Pierre Percée","NANTES","Percée","PRIVEE","NANTES Chemin de la Pierre Percée","","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"6327","Impasse Perceval","NANTES","Perceval","PRIVEE","NANTES Route de Gachet","Impasse","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"6340","Rue Perelle","NANTES","Perelle","PUBLIQUE","NANTES Rue Fouré","NANTES Rue des Olivettes","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"5129","Rue Louis Pergaud","NANTES","Pergaud","PUBLIQUE","NANTES Route de Saint Joseph","NANTES Place Henry Rey","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"2977","Rue Eugène Pergeline","NANTES","Pergeline","Inconnu","NANTES Allée Alain Gerbault","NANTES Rue Camille Bryen","TRI'SAC","bacs","unique","","mardi et vendredi","","","Ile de Nantes",""
"3422","Rue Gabriel Péri","NANTES","Péri","PUBLIQUE","NANTES Rue Babonneau","NANTES Rue Eugène Varlin","TRI'SAC","bacs","unique","","lundi et jeudi","","","Dervallières - Zola",""
"1484","Rue Casimir Perier","NANTES","Perier","PUBLIQUE","NANTES Place Emile Fritsch","NANTES Boulevard Lelasseur","TRI'SAC","bacs","pluriel","à partir des numéros 9 et 8","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"1484","Rue Casimir Perier","NANTES","Perier","PUBLIQUE","NANTES Place Emile Fritsch","NANTES Boulevard Lelasseur","TRI'SAC","bacs","pluriel","jusqu'aux numéros 5 et 6","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"6348","Rue du Périgord","NANTES","Périgord","PUBLIQUE","NANTES Rue du Limousin","NANTES Rue du Poitou","TRI'SAC","bacs","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"4800","Rue la Pérouse","NANTES","Pérouse","PUBLIQUE","NANTES Allée Brancas","NANTES Place Royale","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4799","Square la Pérouse","NANTES","Pérouse","PUBLIQUE","NANTES Rue la Pérouse","","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6352","Rue Perrault","NANTES","Perrault","PUBLIQUE","NANTES Rue des Olivettes","NANTES Chaussée de la Madeleine","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6355","Rue du Perray","NANTES","Perray","MIXTE","NANTES Route de Sainte Luce","NANTES Route de Paris","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"1755","Place Charlotte Perriand","NANTES","Perriand","PRIVEE","","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"6360","Rue de la Perrière","NANTES","Perrière","PUBLIQUE","NANTES Rue de la Gilarderie","VERTOU Rue de la Noë de l'Epinette","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6364","Rue des Perrières","NANTES","Perrières","PUBLIQUE","NANTES Rue du Roi Baco","NANTES Rue Joseph Blanchart","TRI'SAC","bacs","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"4404","Avenue Jean Baptiste Perrin","NANTES","Perrin","PRIVEE","NANTES Rue des Perrines","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6368","Rue des Perrines","NANTES","Perrines","PUBLIQUE","NANTES Boulevard Auguste Péneau","NANTES Rue du Moulin Neuf","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"1744","Rue Charles Perron","NANTES","Perron","PUBLIQUE","NANTES Rue Antoine Watteau","ST-HERBLAIN Boulevard du Massacre","TRI'SAC","colonnes","unique","","","","","Dervallières - Zola",""
"6369","Place de Perros-Guirec","NANTES","Perros-Guirec","PRIVEE","NANTES Avenue de Landevennec","NANTES Avenue de Plougastel","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"6372","Rue de la Persévérance","NANTES","Persévérance","PUBLIQUE","NANTES Place de la Patience","NANTES Rue de la Patience","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"6386","Rue de la Perverie","NANTES","Perverie","PUBLIQUE","NANTES Rue de la Potonnerie","NANTES Boulevard Gabriel Lauriol","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Breil - Barberie",""
"6390","Rue de Pessac","NANTES","Pessac","PUBLIQUE","NANTES Boulevard Bâtonnier Cholet","NANTES Rue Etienne Coutan","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"6391","Avenue des Pétales","NANTES","Pétales","PRIVEE","NANTES Rue de la Marrière","","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Doulon - Bottière",""
"6432","Avenue du Petit Clos","NANTES","Petit","PRIVEE","NANTES Route de Vannes","NANTES Rue Chanteclerc","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Breil - Barberie",""
"6431","Impasse du Petit Chatelier","NANTES","Petit","PUBLIQUE","NANTES Rue du Petit Chatelier","Impasse","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Doulon - Bottière",""
"6417","Passage du Petit Bois","NANTES","Petit","PRIVEE","NANTES Place du Petit Bois","NANTES Rue Clémence Royer","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"6416","Place du Petit Bois","NANTES","Petit","PUBLIQUE","NANTES Rue Auguste Rodin","NANTES Rue Clémence Royer","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Dervallières - Zola",""
"6396","Rue du Petit Bacchus","NANTES","Petit","PUBLIQUE","NANTES Rue de la Baclerie","NANTES Rue des Echevins","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6402","Rue du Petit Bel Air","NANTES","Petit","PUBLIQUE","NANTES Rue du Croissant","NANTES Rue Félix Ménétrier","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Doulon - Bottière",""
"6408","Rue du Petit Blottereau","NANTES","Petit","PUBLIQUE","NANTES Rue du Brûlis","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"6429","Rue du Petit Chatelier","NANTES","Petit","PUBLIQUE","NANTES Rue Albert Londres","NANTES Rue de la Haltinière","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Doulon - Bottière",""
"6420","Ruelle du Petit Bourgneuf","NANTES","Petit","PUBLIQUE","NANTES Rue du Bourgneuf","NANTES Rue Léopold Cassegrain","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6437","Avenue de la Petite Baratte","NANTES","Petite","PRIVEE","NANTES Rue de la Petite Baratte","","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"6440","Impasse de la Petite Baratte","NANTES","Petite","PRIVEE","NANTES Avenue de la Petite Baratte","Impasse","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"6439","Rue de la Petite Baratte","NANTES","Petite","PUBLIQUE","NANTES Route de Paris","NANTES Avenue de la Gare de Saint Joseph","TRI'SAC","bacs","unique","","mardi et vendredi","","","Nantes Erdre",""
"6435","Rue des Petits Coteaux","NANTES","Petits","PUBLIQUE","NANTES Rue de Sèvre","NANTES Chemin des Roches Vertes","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6546","Rue du Petit-Sausay","NANTES","Petit-Sausay","Inconnu","NANTES Rue de la Basse Chénaie","NANTES Mail Haroun Tazieff","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"6547","Avenue des Pétrels","NANTES","Pétrels","PRIVEE","NANTES Avenue des Goëlands","NANTES Rue de la Garde","TRI'SAC","bacs","unique","","mardi et vendredi","","","Doulon - Bottière",""
"6549","Allée des Peupliers","NANTES","Peupliers","PRIVEE","NANTES Avenue Bon Accueil","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"4804","Rue la Peyrade","NANTES","Peyrade","PUBLIQUE","NANTES Boulevard de la Fraternité","NANTES Rue de la Marzelle de Grillaud","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Dervallières - Zola",""
"6552","Rue du Phare de la Banche","NANTES","Phare","Inconnu","NANTES Route de Saint Joseph","NANTES Rue de Port Maria","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"6551","Impasse Philibert","NANTES","Philibert","PRIVEE","NANTES Rue de Coulmiers","Impasse","TRI'SAC","bacs","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"3699","Avenue Gérard Philipe","NANTES","Philipe","PUBLIQUE","NANTES Avenue Jean Gabin","","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Doulon - Bottière",""
"4513","Boulevard Jean Philippot","NANTES","Philippot","PUBLIQUE","NANTES Rue Gaston Veil","NANTES Rue Léon Maître","TRI'SAC","bacs","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"6573","Impasse des Photinias","NANTES","Photinias","PRIVEE","NANTES Route de Saint Joseph","Impasse","bacs bleus et bacs jaunes","bacs","unique","","vendredi","mercredi","","Nantes Erdre",""
"6575","Avenue de la Piaudière","NANTES","Piaudière","PRIVEE","NANTES Rue Frère Louis","","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6576","Chemin de la Piaudière","NANTES","Piaudière","PRIVEE","NANTES Rue Frère Louis","","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6578","Rue des Piballiers","NANTES","Piballiers","PUBLIQUE","NANTES Rue de Sèvre","NANTES Rue des Giraudais","bacs bleus et bacs jaunes","bacs","unique","","jeudi","mercredi","","Nantes Sud",""
"6099","Mail Pablo Picasso","NANTES","Picasso","PUBLIQUE","NANTES Rue Marcel Paul","NANTES Rue du Pont de l'Arche de Mauves","TRI'SAC","bacs","unique","","mardi et vendredi","","","Malakoff - Saint-Donatien",""
"6580","Chemin du Piccot","NANTES","Piccot","PUBLIQUE","NANTES Route de Gachet","NANTES Chemin de la Guiblinière","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Nantes Erdre",""
"4148","Rue Henri Picherit","NANTES","Picherit","PUBLIQUE","NANTES Rue de la Bourgeonnière","NANTES Boulevard Martin Luther King","TRI'SAC","bacs","unique","","lundi et jeudi","","","Nantes Nord",""
"3692","Rue Georges Picot","NANTES","Picot","PRIVEE","NANTES Rue Emile Cheysson","NANTES Rue Jules Siegfried","bacs bleus et bacs jaunes","bacs","unique","","mardi","mercredi","","Hauts Pavés - Saint Félix",""
